state,place,DP1_0001C,DP4_0001C,DP1_0135C,DP3_0151C,DP3_0005C,DP4_0125C,DP4_0126C,DP2_0008C,DP2_0009C,DP3_0068C,DP1_0024C,DP1_0002C,DP1_0003C,DP1_0004C,DP1_0005C,DP2_0102C,DP1_0141C,DP1_0143C,DP2_0178C,DP2_0182C,DP2_0185C,DP2_0188C,DP2_0191C,DP2_0151C,DP4_0022C,DP4_0023C,DP4_0024C,DP4_0025C,DP4_0083C,DP4_0084C,DP4_0077C,DP3_0151P,DP3_0009P,DP4_0125P,DP4_0126P,DP2_0008P,DP2_0009P,DP3_0068P,DP1_0024P,DP1_0002P,DP1_0003P,DP1_0004P,DP1_0005P,DP2_0101P,DP1_0141P,NAME_x,DP1_0143P,DP2_0178P,DP2_0182P,DP2_0185P,DP2_0188P,DP2_0191P,DP2_0151P,DP4_0022P,DP4_0023P,DP4_0024P,DP4_0025P,DP4_0083P,DP4_0084P,DP4_0077P,DP1_0128P,NAME_y,E_TOTPOP,E_HU,E_HH,E_POV150,E_UNEMP,E_HBURD,E_NOHSDP,E_UNINSUR,E_AGE65,E_AGE17,E_DISABL,E_SNGPNT,E_LIMENG,E_MINRTY,E_MUNIT,E_MOBILE,E_CROWD,E_NOVEH,E_GROUPQ,EP_POV150,EP_UNEMP,EP_HBURD,EP_NOHSDP,EP_UNINSUR,EP_AGE65,EP_AGE17,EP_DISABL,EP_SNGPNT,EP_LIMENG,EP_MINRTY,EP_MUNIT,EP_MOBILE,EP_CROWD,EP_NOVEH,EP_GROUPQ,EPL_POV150,EPL_UNEMP,EPL_HBURD,EPL_NOHSDP,EPL_UNINSUR,SPL_THEME1,RPL_THEME1,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_SNGPNT,EPL_LIMENG,SPL_THEME2,RPL_THEME2,EPL_MINRTY,SPL_THEME3,RPL_THEME3,EPL_MUNIT,EPL_MOBILE,EPL_CROWD,EPL_NOVEH,EPL_GROUPQ,SPL_THEME4,RPL_THEME4,SPL_THEMES,RPL_THEMES,F_POV150,F_UNEMP,F_HBURD,F_NOHSDP,F_UNINSUR,F_THEME1,F_AGE65,F_AGE17,F_DISABL,F_SNGPNT,F_LIMENG,F_THEME2,F_MINRTY,F_THEME3,F_MUNIT,F_MOBILE,F_CROWD,F_NOVEH,F_GROUPQ,F_THEME4,F_TOTAL,SPL_E_HU,RPL_E_HU,SPL_E_HH,RPL_E_HH,SPL_E_POV150,RPL_E_POV150,SPL_E_UNEMP,RPL_E_UNEMP,SPL_E_HBURD,RPL_E_HBURD,SPL_E_NOHSDP,RPL_E_NOHSDP,SPL_E_UNINSUR,RPL_E_UNINSUR,SPL_E_AGE65,RPL_E_AGE65,SPL_E_AGE17,RPL_E_AGE17,SPL_E_DISABL,RPL_E_DISABL,SPL_E_SNGPNT,RPL_E_SNGPNT,SPL_E_LIMENG,RPL_E_LIMENG,SPL_E_MINRTY,RPL_E_MINRTY,SPL_E_MUNIT,RPL_E_MUNIT,SPL_E_MOBILE,RPL_E_MOBILE,SPL_E_CROWD,RPL_E_CROWD,SPL_E_NOVEH,RPL_E_NOVEH,SPL_E_GROUPQ,RPL_E_GROUPQ,SPL_EP_POV150,RPL_EP_POV150,SPL_EP_UNEMP,RPL_EP_UNEMP,SPL_EP_HBURD,RPL_EP_HBURD,SPL_EP_NOHSDP,RPL_EP_NOHSDP,SPL_EP_UNINSUR,RPL_EP_UNINSUR,SPL_EP_AGE65,RPL_EP_AGE65,SPL_EP_AGE17,RPL_EP_AGE17,SPL_EP_DISABL,RPL_EP_DISABL,SPL_EP_SNGPNT,RPL_EP_SNGPNT,SPL_EP_LIMENG,RPL_EP_LIMENG,SPL_EP_MINRTY,RPL_EP_MINRTY,SPL_EP_MUNIT,RPL_EP_MUNIT,SPL_EP_MOBILE,RPL_EP_MOBILE,SPL_EP_CROWD,RPL_EP_CROWD,SPL_EP_NOVEH,RPL_EP_NOVEH,SPL_EP_GROUPQ,RPL_EP_GROUPQ,SPL_EPL_POV150,RPL_EPL_POV150,SPL_EPL_UNEMP,RPL_EPL_UNEMP,SPL_EPL_HBURD,RPL_EPL_HBURD,SPL_EPL_NOHSDP,RPL_EPL_NOHSDP,SPL_EPL_UNINSUR,RPL_EPL_UNINSUR,SPL_SPL_THEME1,RPL_SPL_THEME1,SPL_RPL_THEME1,RPL_RPL_THEME1,SPL_EPL_AGE65,RPL_EPL_AGE65,SPL_EPL_AGE17,RPL_EPL_AGE17,SPL_EPL_DISABL,RPL_EPL_DISABL,SPL_EPL_SNGPNT,RPL_EPL_SNGPNT,SPL_EPL_LIMENG,RPL_EPL_LIMENG,SPL_SPL_THEME2,RPL_SPL_THEME2,SPL_RPL_THEME2,RPL_RPL_THEME2,SPL_EPL_MINRTY,RPL_EPL_MINRTY,SPL_SPL_THEME3,RPL_SPL_THEME3,SPL_RPL_THEME3,RPL_RPL_THEME3,SPL_EPL_MUNIT,RPL_EPL_MUNIT,SPL_EPL_MOBILE,RPL_EPL_MOBILE,SPL_EPL_CROWD,RPL_EPL_CROWD,SPL_EPL_NOVEH,RPL_EPL_NOVEH,SPL_EPL_GROUPQ,RPL_EPL_GROUPQ,SPL_SPL_THEME4,RPL_SPL_THEME4,SPL_RPL_THEME4,RPL_RPL_THEME4,SPL_SPL_THEMES,RPL_SPL_THEMES,SPL_RPL_THEMES,RPL_RPL_THEMES,SPL_F_POV150,RPL_F_POV150,SPL_F_UNEMP,RPL_F_UNEMP,SPL_F_HBURD,RPL_F_HBURD,SPL_F_NOHSDP,RPL_F_NOHSDP,SPL_F_UNINSUR,RPL_F_UNINSUR,SPL_F_THEME1,RPL_F_THEME1,SPL_F_AGE65,RPL_F_AGE65,SPL_F_AGE17,RPL_F_AGE17,SPL_F_DISABL,RPL_F_DISABL,SPL_F_SNGPNT,RPL_F_SNGPNT,SPL_F_LIMENG,RPL_F_LIMENG,SPL_F_THEME2,RPL_F_THEME2,SPL_F_MINRTY,RPL_F_MINRTY,SPL_F_THEME3,RPL_F_THEME3,SPL_F_MUNIT,RPL_F_MUNIT,SPL_F_MOBILE,RPL_F_MOBILE,SPL_F_CROWD,RPL_F_CROWD,SPL_F_NOVEH,RPL_F_NOVEH,SPL_F_GROUPQ,RPL_F_GROUPQ,SPL_F_THEME4,RPL_F_THEME4,SPL_F_TOTAL,RPL_F_TOTAL
66,42480,3246,825,729,946.0,160.0,8.0,52.0,85.0,184.0,590.0,175,335,356,356,272,241.0,57,130,655.0,33.0,342.0,262.0,14.0,1313.0,18.0,3.0,54.0,12.0,155.0,96.0,28.0,29.3,12.5,2.8,18.4,5.0,10.8,18.5,5.4,10.3,11.0,11.0,8.4,100.0,7.8,,17.8,22.6,1.8,18.8,14.4,0.8,100.0,2.2,0.4,6.6,1.5,21.3,13.2,3.8,0.1,,3246,825,729,946.0,160.0,60.0,269.0,590.0,175,1319,241.0,187,1306.0,1313.0,75.0,12.0,251.0,28.0,,29.3,12.5,21.2,15.8,18.5,5.4,40.699999999999996,100.0,25.6,58.4,100.0,9.2,1.5,34.5,3.8,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,True,True,,True,True,True,True,True,,True,True,True,True,True,True,False,,,825,0.5263,729,0.5614,946.0,0.9216,160.0,0.7157,60.0,0.4118,269.0,0.6667,590.0,0.7059,175,0.4035,1319,0.8947,241.0,0.4118,187,0.9649,1306.0,0.7255,1313.0,0.7451,75.0,0.6863,12.0,0.8725,251.0,0.902,28.0,0.5392,,,29.3,0.9216,12.5,0.8333,21.2,0.7255,15.8,0.6667,18.5,0.6471,5.4,0.0877,40.699999999999996,1.0,100.0,0.5294,25.6,1.0,58.4,0.7255,100.0,0.5294,9.2,0.7059,1.5,0.8039,34.5,0.9804,3.8,0.5196,0.1,0.3246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0.5789,True,0.5789,True,0.5965,True,0.5789,True,0.5789,,,True,0.5351,True,0.5175,True,0.5789,True,0.5263,True,0.5789,,,True,0.5789,True,0.5789,True,0.7368,True,0.8684,True,0.5789,True,0.5877,False,0.3684,,,,
66,42490,5809,1729,1474,1153.0,291.0,31.0,92.0,235.0,347.0,1366.0,623,424,406,421,499,666.0,55,130,1557.0,32.0,1187.0,291.0,46.0,3065.0,54.0,6.0,2.0,12.0,272.0,158.0,50.0,20.3,11.2,4.2,12.5,6.7,9.9,24.2,10.7,7.3,7.0,7.2,8.6,100.0,3.7,,8.8,29.5,0.9,32.0,7.9,1.2,100.0,3.1,0.3,0.1,0.7,18.5,10.7,3.4,1.8,,5809,1729,1474,1153.0,291.0,123.0,582.0,1366.0,623,1750,666.0,185,3113.0,3065.0,62.0,12.0,430.0,50.0,,20.3,11.2,16.7,16.6,24.2,10.7,30.1,100.0,12.5,71.5,100.0,3.5,0.7,29.2,3.4,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,True,True,,True,True,True,True,True,,True,True,True,False,True,True,True,,,1729,0.9123,1474,0.9298,1153.0,0.9804,291.0,0.9804,123.0,0.7843,582.0,0.9804,1366.0,0.9804,623,0.9298,1750,0.9825,666.0,0.9412,185,0.9474,3113.0,0.9804,3065.0,0.9804,62.0,0.6471,12.0,0.8725,430.0,1.0,50.0,0.8039,,,20.3,0.4902,11.2,0.6765,16.7,0.2745,16.6,0.7059,24.2,0.951,10.7,0.5263,30.1,0.4912,100.0,0.5294,12.5,0.6316,71.5,0.9216,100.0,0.5294,3.5,0.549,0.7,0.6373,29.2,0.902,3.4,0.4412,1.8,0.8421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0.5789,True,0.5789,True,0.5965,True,0.5789,True,0.5789,,,True,0.5351,True,0.5175,True,0.5789,True,0.5263,True,0.5789,,,True,0.5789,True,0.5789,True,0.7368,False,0.3684,True,0.5789,True,0.5877,True,0.8684,,,,
66,43300,3500,1223,1018,666.0,123.0,25.0,65.0,156.0,224.0,839.0,408,210,227,264,287,450.0,28,88,910.0,82.0,531.0,107.0,181.0,1601.0,109.0,38.0,60.0,23.0,134.0,82.0,32.0,19.1,7.2,5.5,14.4,6.9,10.0,24.2,11.7,6.0,6.5,7.5,8.2,100.0,2.8,,8.6,27.8,3.8,24.9,5.0,8.5,100.0,8.9,3.1,4.9,1.9,13.2,8.1,3.1,0.2,,3500,1223,1018,666.0,123.0,90.0,380.0,839.0,408,988,450.0,116,1811.0,1601.0,207.0,23.0,216.0,32.0,,19.1,7.2,19.9,16.9,24.2,11.7,28.2,100.0,11.399999999999999,70.0,100.0,16.9,1.9,21.299999999999997,3.1,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,True,True,,True,True,True,True,True,,True,True,True,True,True,True,False,,,1223,0.7895,1018,0.7368,666.0,0.6863,123.0,0.6078,90.0,0.6471,380.0,0.902,839.0,0.902,408,0.7544,988,0.6491,450.0,0.6863,116,0.7193,1811.0,0.8824,1601.0,0.8235,207.0,0.902,23.0,0.9216,216.0,0.8333,32.0,0.6863,,,19.1,0.451,7.2,0.1569,19.9,0.6275,16.9,0.7451,24.2,0.951,11.7,0.6667,28.2,0.3333,100.0,0.5294,11.399999999999999,0.5263,70.0,0.902,100.0,0.5294,16.9,0.8039,1.9,0.8725,21.299999999999997,0.6275,3.1,0.3627,0.2,0.4474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0.5789,True,0.5789,True,0.5965,True,0.5789,True,0.5789,,,True,0.5351,True,0.5175,True,0.5789,True,0.5263,True,0.5789,,,True,0.5789,True,0.5789,True,0.7368,True,0.8684,True,0.5789,True,0.5877,False,0.3684,,,,
66,43650,676,257,210,78.0,33.0,2.0,22.0,12.0,43.0,92.0,108,44,31,50,60,102.0,9,9,34.0,10.0,9.0,6.0,9.0,68.0,0.0,0.0,0.0,1.0,16.0,9.0,7.0,11.6,10.1,1.3,14.3,2.7,9.7,13.8,16.0,6.5,4.6,7.4,8.9,100.0,4.3,,4.3,5.4,4.0,3.6,2.4,3.6,100.0,0.0,0.0,0.0,0.4,7.7,4.3,3.3,0.0,,676,257,210,78.0,33.0,24.0,55.0,92.0,108,185,102.0,18,68.0,68.0,0.0,1.0,25.0,7.0,,11.6,10.1,15.600000000000001,12.399999999999999,13.8,16.0,27.4,100.0,8.6,19.0,100.0,0.0,0.4,12.0,3.3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,True,True,,True,True,True,True,True,,True,True,False,False,True,True,False,,,257,0.1404,210,0.1228,78.0,0.1373,33.0,0.1569,24.0,0.2157,55.0,0.1373,92.0,0.1373,108,0.2807,185,0.0877,102.0,0.2157,18,0.0965,68.0,0.098,68.0,0.1373,0.0,0.0882,1.0,0.2843,25.0,0.1176,7.0,0.2059,,,11.6,0.098,10.1,0.5,15.600000000000001,0.1961,12.399999999999999,0.2941,13.8,0.3039,16.0,0.9474,27.4,0.2895,100.0,0.5294,8.6,0.193,19.0,0.1176,100.0,0.5294,0.0,0.1078,0.4,0.4412,12.0,0.1961,3.3,0.4118,0.0,0.1491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0.5789,True,0.5789,True,0.5965,True,0.5789,True,0.5789,,,True,0.5351,True,0.5175,True,0.5789,True,0.5263,True,0.5789,,,True,0.5789,True,0.5789,False,0.2368,False,0.3684,True,0.5789,True,0.5877,False,0.3684,,,,
66,44300,685,303,255,182.0,21.0,1.0,12.0,12.0,64.0,172.0,53,68,40,36,42,71.0,16,26,190.0,32.0,37.0,84.0,31.0,250.0,71.0,109.0,14.0,0.0,25.0,17.0,16.0,26.6,6.6,2.1,25.0,2.7,14.6,25.8,7.7,9.9,5.8,5.3,6.1,100.0,6.3,,10.2,30.8,9.1,10.5,23.9,8.8,100.0,23.4,36.0,4.6,0.0,9.8,6.7,6.3,0.0,,685,303,255,182.0,21.0,13.0,76.0,172.0,53,186,71.0,42,374.0,250.0,194.0,0.0,42.0,16.0,,26.6,6.6,27.1,17.3,25.8,7.7,27.1,100.0,16.5,83.1,100.0,64.0,0.0,16.5,6.3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,True,True,,True,True,True,True,True,,True,True,True,False,True,True,False,,,303,0.2456,255,0.2281,182.0,0.2549,21.0,0.1176,13.0,0.1176,76.0,0.2255,172.0,0.3137,53,0.1228,186,0.1053,71.0,0.1373,42,0.386,374.0,0.4118,250.0,0.3725,194.0,0.8627,0.0,0.0882,42.0,0.2451,16.0,0.3725,,,26.6,0.8039,6.6,0.0882,27.1,0.9608,17.3,0.7647,25.8,0.9804,7.7,0.1404,27.1,0.2456,100.0,0.5294,16.5,0.8596,83.1,1.0,100.0,0.5294,64.0,1.0,0.0,0.1078,16.5,0.3725,6.3,0.7255,0.0,0.1491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0.5789,True,0.5789,True,0.5965,True,0.5789,True,0.5789,,,True,0.5351,True,0.5175,True,0.5789,True,0.5263,True,0.5789,,,True,0.5789,True,0.5789,True,0.7368,False,0.3684,True,0.5789,True,0.5877,False,0.3684,,,,
66,44500,1154,289,276,236.0,45.0,11.0,44.0,29.0,95.0,98.0,97,77,91,121,116,146.0,11,20,60.0,39.0,8.0,9.0,1.0,61.0,0.0,1.0,0.0,3.0,42.0,37.0,11.0,20.6,9.8,5.1,20.6,4.4,14.5,8.6,8.4,6.7,7.9,10.5,10.1,100.0,4.0,,7.2,5.6,7.3,1.5,1.7,0.2,100.0,0.0,0.3,0.0,1.0,15.3,13.5,4.0,0.0,,1154,289,276,236.0,45.0,55.0,124.0,98.0,97,405,146.0,31,117.0,61.0,1.0,3.0,79.0,11.0,,20.6,9.8,25.700000000000003,18.9,8.6,8.4,35.2,100.0,11.2,16.299999999999997,100.0,0.3,1.0,28.8,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,True,True,,True,True,True,True,True,,True,True,False,True,True,True,False,,,289,0.2281,276,0.2632,236.0,0.3333,45.0,0.3137,55.0,0.3529,124.0,0.3529,98.0,0.1569,97,0.2456,405,0.3684,146.0,0.3137,31,0.2018,117.0,0.2157,61.0,0.098,1.0,0.2255,3.0,0.5294,79.0,0.3922,11.0,0.2353,,,20.6,0.549,9.8,0.4118,25.700000000000003,0.9216,18.9,0.8431,8.6,0.0588,8.4,0.2105,35.2,0.8596,100.0,0.5294,11.2,0.5,16.299999999999997,0.0784,100.0,0.5294,0.3,0.3333,1.0,0.7059,28.8,0.8824,4.0,0.549,0.0,0.1491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0.5789,True,0.5789,True,0.5965,True,0.5789,True,0.5789,,,True,0.5351,True,0.5175,True,0.5789,True,0.5263,True,0.5789,,,True,0.5789,True,0.5789,False,0.2368,True,0.8684,True,0.5789,True,0.5877,False,0.3684,,,,
66,45600,5145,1785,1393,689.0,195.0,51.0,167.0,83.0,268.0,694.0,543,324,307,350,340,671.0,53,98,524.0,127.0,139.0,168.0,84.0,953.0,82.0,120.0,221.0,5.0,99.0,81.0,79.0,15.6,9.9,6.3,20.5,2.9,9.4,15.9,10.6,6.3,6.0,6.8,6.6,100.0,3.8,,7.0,12.7,6.1,6.7,8.1,4.0,100.0,4.6,6.7,12.4,0.3,7.1,5.8,5.7,13.6,,5145,1785,1393,689.0,195.0,218.0,351.0,694.0,543,1321,671.0,151,1042.0,953.0,423.0,5.0,180.0,79.0,,15.6,9.9,26.8,12.3,15.9,10.6,25.700000000000003,100.0,10.8,37.599999999999994,100.0,23.700000000000003,0.3,12.899999999999999,5.7,13.6,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,True,True,,True,True,True,True,True,,True,True,True,False,True,True,True,,,1785,0.9298,1393,0.8947,689.0,0.7059,195.0,0.9314,218.0,0.9804,351.0,0.8627,694.0,0.7843,543,0.9123,1321,0.9123,671.0,0.9608,151,0.8596,1042.0,0.6863,953.0,0.6863,423.0,0.9608,5.0,0.6569,180.0,0.7157,79.0,0.9608,,,15.6,0.2745,9.9,0.4412,26.8,0.9412,12.3,0.2745,15.9,0.4118,10.6,0.4825,25.700000000000003,0.1754,100.0,0.5294,10.8,0.4474,37.599999999999994,0.4412,100.0,0.5294,23.700000000000003,0.8627,0.3,0.3529,12.899999999999999,0.2157,5.7,0.6765,13.6,0.9298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0.5789,True,0.5789,True,0.5965,True,0.5789,True,0.5789,,,True,0.5351,True,0.5175,True,0.5789,True,0.5263,True,0.5789,,,True,0.5789,True,0.5789,True,0.7368,False,0.3684,True,0.5789,True,0.5877,True,0.8684,,,,
66,47800,4653,1578,1230,900.0,172.0,33.0,108.0,173.0,273.0,1052.0,470,299,296,372,395,498.0,42,81,1250.0,55.0,883.0,270.0,30.0,2258.0,24.0,22.0,41.0,2.0,155.0,92.0,29.0,19.6,8.5,4.6,15.2,6.1,9.6,23.4,10.1,6.4,6.4,8.0,8.5,100.0,3.4,,6.6,29.0,1.9,30.7,9.4,1.0,100.0,1.5,1.4,2.6,0.1,12.7,7.5,2.4,0.5,,4653,1578,1230,900.0,172.0,141.0,446.0,1052.0,470,1362,498.0,123,2488.0,2258.0,87.0,2.0,247.0,29.0,,19.6,8.5,19.799999999999997,15.7,23.4,10.1,29.3,100.0,10.0,72.0,100.0,5.5,0.1,20.2,2.4,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,True,True,,True,True,True,True,True,,True,True,True,False,True,True,False,,,1578,0.8596,1230,0.8596,900.0,0.902,172.0,0.8039,141.0,0.8922,446.0,0.9412,1052.0,0.9412,470,0.8421,1362,0.9474,498.0,0.7647,123,0.7719,2488.0,0.9412,2258.0,0.9412,87.0,0.7255,2.0,0.4412,247.0,0.8824,29.0,0.5882,,,19.6,0.4706,8.5,0.2843,19.799999999999997,0.6078,15.7,0.6471,23.4,0.8824,10.1,0.3772,29.3,0.3772,100.0,0.5294,10.0,0.3333,72.0,0.9412,100.0,0.5294,5.5,0.6275,0.1,0.2255,20.2,0.5882,2.4,0.2549,0.5,0.6228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0.5789,True,0.5789,True,0.5965,True,0.5789,True,0.5789,,,True,0.5351,True,0.5175,True,0.5789,True,0.5263,True,0.5789,,,True,0.5789,True,0.5789,True,0.7368,False,0.3684,True,0.5789,True,0.5877,False,0.3684,,,,
66,49500,1538,451,396,417.0,76.0,10.0,53.0,49.0,143.0,218.0,169,116,122,151,131,238.0,14,55,123.0,60.0,12.0,48.0,2.0,184.0,1.0,17.0,0.0,3.0,49.0,42.0,36.0,27.2,14.3,3.8,20.2,5.5,16.1,14.3,11.0,7.5,7.9,9.8,8.5,100.0,3.5,,13.9,8.7,8.4,1.7,6.7,0.3,100.0,0.2,3.8,0.0,0.7,12.4,10.6,9.1,0.1,,1538,451,396,417.0,76.0,63.0,192.0,218.0,169,520,238.0,69,245.0,184.0,18.0,3.0,91.0,36.0,,27.2,14.3,24.0,21.6,14.3,11.0,33.7,100.0,17.4,25.8,100.0,4.0,0.7,23.0,9.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,True,True,,True,True,True,True,True,,True,True,True,False,True,True,False,,,451,0.3509,396,0.3509,417.0,0.451,76.0,0.4314,63.0,0.4314,192.0,0.451,218.0,0.3529,169,0.386,520,0.386,238.0,0.3922,69,0.5088,245.0,0.3333,184.0,0.3137,18.0,0.5294,3.0,0.5294,91.0,0.4314,36.0,0.7255,,,27.2,0.8431,14.3,0.9412,24.0,0.8627,21.6,0.902,14.3,0.3725,11.0,0.5789,33.7,0.7719,100.0,0.5294,17.4,0.8772,25.8,0.2549,100.0,0.5294,4.0,0.598,0.7,0.6373,23.0,0.7745,9.1,0.9314,0.1,0.3246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0.5789,True,0.5789,True,0.5965,True,0.5789,True,0.5789,,,True,0.5351,True,0.5175,True,0.5789,True,0.5263,True,0.5789,,,True,0.5789,True,0.5789,True,0.7368,False,0.3684,True,0.5789,True,0.5877,False,0.3684,,,,
66,50500,2998,1047,905,486.0,109.0,29.0,105.0,108.0,147.0,616.0,384,163,194,206,252,411.0,13,75,746.0,30.0,444.0,78.0,185.0,1509.0,66.0,25.0,56.0,32.0,92.0,31.0,28.0,16.3,7.3,5.2,18.7,5.5,7.4,20.8,12.8,5.4,6.5,6.9,8.4,100.0,1.4,,8.3,26.4,1.6,23.9,4.2,10.0,100.0,6.3,2.4,5.4,3.1,10.2,3.4,3.1,0.0,,2998,1047,905,486.0,109.0,134.0,255.0,616.0,384,815,411.0,88,1483.0,1509.0,147.0,32.0,123.0,28.0,,16.3,7.3,23.9,12.9,20.8,12.8,27.200000000000003,100.0,9.700000000000001,66.1,100.0,14.1,3.1,13.6,3.1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,True,True,,True,True,True,True,True,,True,True,True,True,True,True,False,,,1047,0.6316,905,0.614,486.0,0.4902,109.0,0.5098,134.0,0.8627,255.0,0.6078,616.0,0.7451,384,0.7193,815,0.4912,411.0,0.6078,88,0.5439,1483.0,0.8235,1509.0,0.8039,147.0,0.8039,32.0,0.9412,123.0,0.4902,28.0,0.5392,,,16.3,0.3137,7.3,0.1961,23.9,0.8333,12.9,0.3922,20.8,0.7451,12.8,0.7368,27.200000000000003,0.2632,100.0,0.5294,9.700000000000001,0.2632,66.1,0.8235,100.0,0.5294,14.1,0.7647,3.1,0.9804,13.6,0.2353,3.1,0.3627,0.0,0.1491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0.5789,True,0.5789,True,0.5965,True,0.5789,True,0.5789,,,True,0.5351,True,0.5175,True,0.5789,True,0.5263,True,0.5789,,,True,0.5789,True,0.5789,True,0.7368,True,0.8684,True,0.5789,True,0.5877,False,0.3684,,,,
66,50800,3123,1173,949,816.0,158.0,18.0,64.0,72.0,216.0,561.0,362,222,256,259,260,464.0,42,128,651.0,135.0,211.0,224.0,74.0,859.0,149.0,113.0,32.0,6.0,104.0,68.0,61.0,26.5,12.1,4.6,16.5,3.9,11.6,18.4,11.6,7.1,8.2,8.3,8.3,100.0,4.4,,13.5,22.8,8.6,13.5,14.3,4.7,100.0,12.7,9.6,2.7,0.5,11.0,7.2,6.4,1.0,,3123,1173,949,816.0,158.0,82.0,288.0,561.0,362,997,464.0,170,1295.0,859.0,294.0,6.0,172.0,61.0,,26.5,12.1,21.1,15.5,18.4,11.6,31.900000000000002,100.0,17.9,63.900000000000006,100.0,24.999999999999996,0.5,18.2,6.4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,True,True,,True,True,True,True,True,,True,True,True,False,True,True,True,,,1173,0.7193,949,0.6842,816.0,0.8431,158.0,0.6863,82.0,0.5686,288.0,0.6863,561.0,0.6667,362,0.6491,997,0.6667,464.0,0.7059,170,0.9298,1295.0,0.7059,859.0,0.6471,294.0,0.9216,6.0,0.7255,172.0,0.6667,61.0,0.8824,,,26.5,0.7843,12.1,0.7647,21.1,0.7059,15.5,0.6275,18.4,0.6275,11.6,0.6491,31.900000000000002,0.7018,100.0,0.5294,17.9,0.9123,63.900000000000006,0.8039,100.0,0.5294,24.999999999999996,0.8824,0.5,0.549,18.2,0.451,6.4,0.7451,1.0,0.7632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0.5789,True,0.5789,True,0.5965,True,0.5789,True,0.5789,,,True,0.5351,True,0.5175,True,0.5789,True,0.5263,True,0.5789,,,True,0.5789,True,0.5789,True,0.7368,False,0.3684,True,0.5789,True,0.5877,True,0.8684,,,,
