state,place,DP1_0001C,DP4_0001C,DP1_0135C,DP3_0151C,DP3_0005C,DP4_0125C,DP4_0126C,DP2_0008C,DP2_0009C,DP3_0068C,DP1_0024C,DP1_0002C,DP1_0003C,DP1_0004C,DP1_0005C,DP2_0102C,DP1_0141C,DP1_0143C,DP2_0178C,DP2_0182C,DP2_0185C,DP2_0188C,DP2_0191C,DP2_0151C,DP4_0022C,DP4_0023C,DP4_0024C,DP4_0025C,DP4_0083C,DP4_0084C,DP4_0077C,DP3_0151P,DP3_0009P,DP4_0125P,DP4_0126P,DP2_0008P,DP2_0009P,DP3_0068P,DP1_0024P,DP1_0002P,DP1_0003P,DP1_0004P,DP1_0005P,DP2_0101P,DP1_0141P,NAME_x,DP1_0143P,DP2_0178P,DP2_0182P,DP2_0185P,DP2_0188P,DP2_0191P,DP2_0151P,DP4_0022P,DP4_0023P,DP4_0024P,DP4_0025P,DP4_0083P,DP4_0084P,DP4_0077P,DP1_0128P,NAME_y,E_TOTPOP,E_HU,E_HH,E_POV150,E_UNEMP,E_HBURD,E_NOHSDP,E_UNINSUR,E_AGE65,E_AGE17,E_DISABL,E_SNGPNT,E_LIMENG,E_MINRTY,E_MUNIT,E_MOBILE,E_CROWD,E_NOVEH,E_GROUPQ,EP_POV150,EP_UNEMP,EP_HBURD,EP_NOHSDP,EP_UNINSUR,EP_AGE65,EP_AGE17,EP_DISABL,EP_SNGPNT,EP_LIMENG,EP_MINRTY,EP_MUNIT,EP_MOBILE,EP_CROWD,EP_NOVEH,EP_GROUPQ,EPL_POV150,EPL_UNEMP,EPL_HBURD,EPL_NOHSDP,EPL_UNINSUR,SPL_THEME1,RPL_THEME1,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_SNGPNT,EPL_LIMENG,SPL_THEME2,RPL_THEME2,EPL_MINRTY,SPL_THEME3,RPL_THEME3,EPL_MUNIT,EPL_MOBILE,EPL_CROWD,EPL_NOVEH,EPL_GROUPQ,SPL_THEME4,RPL_THEME4,SPL_THEMES,RPL_THEMES,F_POV150,F_UNEMP,F_HBURD,F_NOHSDP,F_UNINSUR,F_THEME1,F_AGE65,F_AGE17,F_DISABL,F_SNGPNT,F_LIMENG,F_THEME2,F_MINRTY,F_THEME3,F_MUNIT,F_MOBILE,F_CROWD,F_NOVEH,F_GROUPQ,F_THEME4,F_TOTAL,SPL_E_HU,RPL_E_HU,SPL_E_HH,RPL_E_HH,SPL_E_POV150,RPL_E_POV150,SPL_E_UNEMP,RPL_E_UNEMP,SPL_E_HBURD,RPL_E_HBURD,SPL_E_NOHSDP,RPL_E_NOHSDP,SPL_E_UNINSUR,RPL_E_UNINSUR,SPL_E_AGE65,RPL_E_AGE65,SPL_E_AGE17,RPL_E_AGE17,SPL_E_DISABL,RPL_E_DISABL,SPL_E_SNGPNT,RPL_E_SNGPNT,SPL_E_LIMENG,RPL_E_LIMENG,SPL_E_MINRTY,RPL_E_MINRTY,SPL_E_MUNIT,RPL_E_MUNIT,SPL_E_MOBILE,RPL_E_MOBILE,SPL_E_CROWD,RPL_E_CROWD,SPL_E_NOVEH,RPL_E_NOVEH,SPL_E_GROUPQ,RPL_E_GROUPQ,SPL_EP_POV150,RPL_EP_POV150,SPL_EP_UNEMP,RPL_EP_UNEMP,SPL_EP_HBURD,RPL_EP_HBURD,SPL_EP_NOHSDP,RPL_EP_NOHSDP,SPL_EP_UNINSUR,RPL_EP_UNINSUR,SPL_EP_AGE65,RPL_EP_AGE65,SPL_EP_AGE17,RPL_EP_AGE17,SPL_EP_DISABL,RPL_EP_DISABL,SPL_EP_SNGPNT,RPL_EP_SNGPNT,SPL_EP_LIMENG,RPL_EP_LIMENG,SPL_EP_MINRTY,RPL_EP_MINRTY,SPL_EP_MUNIT,RPL_EP_MUNIT,SPL_EP_MOBILE,RPL_EP_MOBILE,SPL_EP_CROWD,RPL_EP_CROWD,SPL_EP_NOVEH,RPL_EP_NOVEH,SPL_EP_GROUPQ,RPL_EP_GROUPQ,SPL_EPL_POV150,RPL_EPL_POV150,SPL_EPL_UNEMP,RPL_EPL_UNEMP,SPL_EPL_HBURD,RPL_EPL_HBURD,SPL_EPL_NOHSDP,RPL_EPL_NOHSDP,SPL_EPL_UNINSUR,RPL_EPL_UNINSUR,SPL_SPL_THEME1,RPL_SPL_THEME1,SPL_RPL_THEME1,RPL_RPL_THEME1,SPL_EPL_AGE65,RPL_EPL_AGE65,SPL_EPL_AGE17,RPL_EPL_AGE17,SPL_EPL_DISABL,RPL_EPL_DISABL,SPL_EPL_SNGPNT,RPL_EPL_SNGPNT,SPL_EPL_LIMENG,RPL_EPL_LIMENG,SPL_SPL_THEME2,RPL_SPL_THEME2,SPL_RPL_THEME2,RPL_RPL_THEME2,SPL_EPL_MINRTY,RPL_EPL_MINRTY,SPL_SPL_THEME3,RPL_SPL_THEME3,SPL_RPL_THEME3,RPL_RPL_THEME3,SPL_EPL_MUNIT,RPL_EPL_MUNIT,SPL_EPL_MOBILE,RPL_EPL_MOBILE,SPL_EPL_CROWD,RPL_EPL_CROWD,SPL_EPL_NOVEH,RPL_EPL_NOVEH,SPL_EPL_GROUPQ,RPL_EPL_GROUPQ,SPL_SPL_THEME4,RPL_SPL_THEME4,SPL_RPL_THEME4,RPL_RPL_THEME4,SPL_SPL_THEMES,RPL_SPL_THEMES,SPL_RPL_THEMES,RPL_RPL_THEMES,SPL_F_POV150,RPL_F_POV150,SPL_F_UNEMP,RPL_F_UNEMP,SPL_F_HBURD,RPL_F_HBURD,SPL_F_NOHSDP,RPL_F_NOHSDP,SPL_F_UNINSUR,RPL_F_UNINSUR,SPL_F_THEME1,RPL_F_THEME1,SPL_F_AGE65,RPL_F_AGE65,SPL_F_AGE17,RPL_F_AGE17,SPL_F_DISABL,RPL_F_DISABL,SPL_F_SNGPNT,RPL_F_SNGPNT,SPL_F_LIMENG,RPL_F_LIMENG,SPL_F_THEME2,RPL_F_THEME2,SPL_F_MINRTY,RPL_F_MINRTY,SPL_F_THEME3,RPL_F_THEME3,SPL_F_MUNIT,RPL_F_MUNIT,SPL_F_MOBILE,RPL_F_MOBILE,SPL_F_CROWD,RPL_F_CROWD,SPL_F_NOVEH,RPL_F_NOVEH,SPL_F_GROUPQ,RPL_F_GROUPQ,SPL_F_THEME4,RPL_F_THEME4,SPL_F_TOTAL,RPL_F_TOTAL
66,17000,3559,1144,922,631.0,107.0,36.0,93.0,61.0,181.0,596.0,410,279,268,309,305,482.0,37,70,396.0,116.0,110.0,119.0,46.0,668.0,5.0,4.0,1.0,4.0,96.0,65.0,29.0,17.8,7.2,5.4,14.1,2.9,8.5,17.0,11.5,7.8,7.5,8.7,8.6,100.0,4.0,,7.6,12.1,7.4,7.1,7.6,2.9,100.0,0.4,0.4,0.1,0.4,10.4,7.1,3.2,0.1,,3559,1144,922,631.0,107.0,129.0,242.0,596.0,410,1161,482.0,107,787.0,668.0,10.0,4.0,161.0,29.0,,17.8,7.2,19.5,11.4,17.0,11.5,32.6,100.0,11.6,37.1,100.0,0.9,0.4,17.5,3.2,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,True,True,,True,True,True,True,True,,True,True,True,False,True,True,False,,,1144,0.6842,922,0.6316,631.0,0.6471,107.0,0.4902,129.0,0.8235,242.0,0.5686,596.0,0.7255,410,0.7719,1161,0.7895,482.0,0.7255,107,0.6579,787.0,0.5882,668.0,0.5294,10.0,0.4902,4.0,0.598,161.0,0.6078,29.0,0.5882,,,17.8,0.4118,7.2,0.1569,19.5,0.5392,11.4,0.2157,17.0,0.5294,11.5,0.6316,32.6,0.7193,100.0,0.5294,11.6,0.5614,37.1,0.402,100.0,0.5294,0.9,0.4118,0.4,0.4412,17.5,0.4314,3.2,0.3922,0.1,0.3246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0.5789,True,0.5789,True,0.5965,True,0.5789,True,0.5789,,,True,0.5351,True,0.5175,True,0.5789,True,0.5263,True,0.5789,,,True,0.5789,True,0.5789,True,0.7368,False,0.3684,True,0.5789,True,0.5877,False,0.3684,,,,
66,18300,2239,727,593,281.0,64.0,21.0,64.0,53.0,78.0,335.0,364,111,142,160,154,245.0,13,42,345.0,21.0,142.0,49.0,128.0,720.0,1.0,15.0,0.0,9.0,39.0,24.0,12.0,14.0,6.9,5.5,16.8,4.0,5.9,16.9,16.3,5.0,6.3,7.1,6.9,100.0,2.2,,7.1,18.1,2.1,14.4,5.0,13.0,100.0,0.1,2.1,0.0,1.2,6.6,4.1,2.0,9.5,,2239,727,593,281.0,64.0,85.0,131.0,335.0,364,567,245.0,55,685.0,720.0,16.0,9.0,63.0,12.0,,14.0,6.9,22.3,9.9,16.9,16.3,25.299999999999997,100.0,9.3,52.6,100.0,2.2,1.2,10.7,2.0,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,True,True,,True,True,True,True,True,,True,True,True,True,True,True,True,,,727,0.4737,593,0.4561,281.0,0.3725,64.0,0.3725,85.0,0.598,131.0,0.3725,335.0,0.4706,364,0.6667,567,0.4035,245.0,0.4314,55,0.4386,685.0,0.5294,720.0,0.5686,16.0,0.5098,9.0,0.8137,63.0,0.3333,12.0,0.2745,,,14.0,0.1765,6.9,0.1176,22.3,0.8039,9.9,0.1569,16.9,0.5098,16.3,0.9649,25.299999999999997,0.1579,100.0,0.5294,9.3,0.2368,52.6,0.5686,100.0,0.5294,2.2,0.4706,1.2,0.7451,10.7,0.1373,2.0,0.1961,9.5,0.9123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0.5789,True,0.5789,True,0.5965,True,0.5789,True,0.5789,,,True,0.5351,True,0.5175,True,0.5789,True,0.5263,True,0.5789,,,True,0.5789,True,0.5789,True,0.7368,True,0.8684,True,0.5789,True,0.5877,True,0.8684,,,,
66,24500,2524,840,584,781.0,122.0,13.0,54.0,103.0,247.0,566.0,200,218,246,242,217,280.0,30,59,704.0,61.0,308.0,311.0,23.0,954.0,1.0,0.0,1.0,15.0,95.0,95.0,39.0,31.4,12.4,3.5,14.6,7.3,17.5,22.8,7.9,8.6,9.7,9.6,8.6,100.0,5.1,,10.1,30.8,4.3,21.8,22.0,1.6,100.0,0.1,0.0,0.1,1.8,16.4,16.4,6.7,0.0,,2524,840,584,781.0,122.0,67.0,350.0,566.0,200,923,280.0,89,1407.0,954.0,2.0,15.0,190.0,39.0,,31.4,12.4,18.1,24.8,22.8,7.9,36.5,100.0,15.2,80.5,100.0,0.2,1.8,32.8,6.7,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,True,True,,True,True,True,True,True,,True,True,False,True,True,True,False,,,840,0.5439,584,0.4211,781.0,0.8039,122.0,0.5882,67.0,0.451,350.0,0.8431,566.0,0.6863,200,0.4386,923,0.5263,280.0,0.4706,89,0.5614,1407.0,0.7843,954.0,0.7059,2.0,0.3529,15.0,0.902,190.0,0.7843,39.0,0.7451,,,31.4,0.9804,12.4,0.8039,18.1,0.3922,24.8,0.9608,22.8,0.8627,7.9,0.1579,36.5,0.9298,100.0,0.5294,15.2,0.7807,80.5,0.9804,100.0,0.5294,0.2,0.2549,1.8,0.8333,32.8,0.951,6.7,0.7745,0.0,0.1491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0.5789,True,0.5789,True,0.5965,True,0.5789,True,0.5789,,,True,0.5351,True,0.5175,True,0.5789,True,0.5263,True,0.5789,,,True,0.5789,True,0.5789,False,0.2368,True,0.8684,True,0.5789,True,0.5877,False,0.3684,,,,
66,25450,3826,1138,1077,523.0,160.0,24.0,125.0,59.0,197.0,436.0,389,212,250,369,309,445.0,35,72,252.0,74.0,76.0,59.0,43.0,574.0,1.0,3.0,4.0,4.0,101.0,52.0,30.0,13.8,9.1,3.0,15.7,2.5,8.2,11.6,10.2,5.5,6.5,9.6,8.1,100.0,3.2,,6.7,7.0,4.7,4.8,3.7,2.7,100.0,0.1,0.3,0.4,0.4,9.4,4.8,2.8,0.5,,3826,1138,1077,523.0,160.0,149.0,256.0,436.0,389,1140,445.0,107,504.0,574.0,8.0,4.0,153.0,30.0,,13.8,9.1,18.7,10.7,11.6,10.2,29.700000000000003,100.0,9.9,22.9,100.0,0.8,0.4,14.2,2.8,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,True,True,,True,True,True,True,True,,True,True,False,False,True,True,False,,,1138,0.6667,1077,0.807,523.0,0.5294,160.0,0.7157,149.0,0.9216,256.0,0.6373,436.0,0.5294,389,0.7368,1140,0.7719,445.0,0.6667,107,0.6579,504.0,0.4706,574.0,0.4706,8.0,0.4706,4.0,0.598,153.0,0.549,30.0,0.6471,,,13.8,0.1569,9.1,0.3529,18.7,0.4314,10.7,0.1765,11.6,0.098,10.2,0.4035,29.700000000000003,0.4035,100.0,0.5294,9.9,0.3158,22.9,0.1961,100.0,0.5294,0.8,0.3824,0.4,0.4412,14.2,0.2745,2.8,0.3235,0.5,0.6228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0.5789,True,0.5789,True,0.5965,True,0.5789,True,0.5789,,,True,0.5351,True,0.5175,True,0.5789,True,0.5263,True,0.5789,,,True,0.5789,True,0.5789,False,0.2368,False,0.3684,True,0.5789,True,0.5877,False,0.3684,,,,
66,27400,6855,2157,1869,1887.0,313.0,30.0,138.0,307.0,436.0,1621.0,1050,373,522,548,618,1085.0,53,156,1817.0,117.0,1001.0,468.0,222.0,3134.0,22.0,3.0,9.0,44.0,260.0,157.0,146.0,27.7,11.0,3.9,17.9,7.2,10.2,23.9,15.3,5.4,7.6,8.0,9.0,100.0,2.8,,8.3,28.2,2.7,23.2,10.8,5.1,100.0,1.0,0.1,0.4,2.0,13.9,8.4,7.8,0.6,,6855,2157,1869,1887.0,313.0,168.0,743.0,1621.0,1050,2061,1085.0,209,3625.0,3134.0,34.0,44.0,417.0,146.0,,27.7,11.0,21.799999999999997,17.4,23.9,15.3,30.0,100.0,11.100000000000001,69.99999999999999,100.0,1.5,2.0,22.3,7.8,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,True,True,,True,True,True,True,True,,True,True,True,True,True,True,False,,,2157,0.9825,1869,0.9825,1887.0,1.0,313.0,1.0,168.0,0.9608,743.0,1.0,1621.0,1.0,1050,1.0,2061,1.0,1085.0,1.0,209,1.0,3625.0,1.0,3134.0,1.0,34.0,0.6275,44.0,0.9804,417.0,0.9804,146.0,1.0,,,27.7,0.8824,11.0,0.6078,21.799999999999997,0.7647,17.4,0.7843,23.9,0.9216,15.3,0.9211,30.0,0.4386,100.0,0.5294,11.100000000000001,0.4737,69.99999999999999,0.8824,100.0,0.5294,1.5,0.4314,2.0,0.902,22.3,0.7255,7.8,0.8824,0.6,0.6579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0.5789,True,0.5789,True,0.5965,True,0.5789,True,0.5789,,,True,0.5351,True,0.5175,True,0.5789,True,0.5263,True,0.5789,,,True,0.5789,True,0.5789,True,0.7368,True,0.8684,True,0.5789,True,0.5877,False,0.3684,,,,
66,29350,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,-666666666.0,-666666666.0,-1333333332.0,-1333333332.0,-666666666.0,-666666666.0,-2666666664.0,-666666666.0,-1333333332.0,-3333333330.0,-666666666.0,-1999999998.0,-666666666.0,-1333333332.0,-666666666.0,-666666666.0,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,,False,False,False,False,False,,False,False,False,False,False,False,False,,,0,0.0263,0,0.0263,0.0,0.0294,0.0,0.0294,0.0,0.049,0.0,0.0294,0.0,0.0294,0,0.0263,0,0.0175,0.0,0.0294,0,0.0263,0.0,0.0294,0.0,0.0294,0.0,0.0882,0.0,0.0882,0.0,0.0294,0.0,0.0294,,,-666666666.0,0.0294,-666666666.0,0.0294,-1333333332.0,0.049,-1333333332.0,0.0294,-666666666.0,0.0294,-666666666.0,0.0175,-2666666664.0,0.0175,-666666666.0,0.0294,-1333333332.0,0.0263,-3333333330.0,0.0294,-666666666.0,0.0294,-1999999998.0,0.0294,-666666666.0,0.0294,-1333333332.0,0.0294,-666666666.0,0.0294,-666666666.0,0.0175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0789,False,0.0789,False,0.0965,False,0.0789,False,0.0789,,,False,0.0351,False,0.0175,False,0.0789,False,0.0263,False,0.0789,,,False,0.0789,False,0.0789,False,0.2368,False,0.3684,False,0.0789,False,0.0877,False,0.3684,,,,
66,34750,943,407,344,,,,,,,,138,60,60,39,71,,11,26,,,,,,,,,,,,,,,,,,,,,14.6,6.4,6.4,4.1,7.5,,3.2,,7.6,,,,,,,,,,,,,,5.9,,943,407,344,,,,,,138,230,,37,,,,,,,,,,,,,14.6,24.4,,10.8,,,,,,,5.9,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,,True,True,False,True,False,,False,False,False,False,False,False,True,,,407,0.3158,344,0.2807,,,,,,,,,,,138,0.3684,230,0.1754,,,37,0.3158,,,,,,,,,,,,,,,,,,,,,,,,,14.6,0.8947,24.4,0.1404,,,10.8,0.4474,,,,,,,,,,,,,5.9,0.8772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0789,False,0.0789,False,0.0965,False,0.0789,False,0.0789,,,True,0.5351,True,0.5175,False,0.0789,True,0.5263,False,0.0789,,,False,0.0789,False,0.0789,False,0.2368,False,0.3684,False,0.0789,False,0.0877,True,0.8684,,,,
66,35000,1389,363,356,,,,,,,,113,40,66,51,48,,12,20,,,,,,,,,,,,,,,,,,,,,8.1,2.9,4.8,3.7,3.5,,3.4,,5.6,,,,,,,,,,,,,,29.5,,1389,363,356,,,,,,113,205,,32,,,,,,,,,,,,,8.1,14.899999999999999,,9.0,,,,,,,29.5,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,,True,True,False,True,False,,False,False,False,False,False,False,True,,,363,0.2807,356,0.3158,,,,,,,,,,,113,0.2982,205,0.1404,,,32,0.2368,,,,,,,,,,,,,,,,,,,,,,,,,8.1,0.1842,14.899999999999999,0.0526,,,9.0,0.2105,,,,,,,,,,,,,29.5,0.9825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0789,False,0.0789,False,0.0965,False,0.0789,False,0.0789,,,True,0.5351,True,0.5175,False,0.0789,True,0.5263,False,0.0789,,,False,0.0789,False,0.0789,False,0.2368,False,0.3684,False,0.0789,False,0.0877,True,0.8684,,,,
66,35850,896,235,218,232.0,41.0,8.0,19.0,12.0,71.0,120.0,85,93,87,80,56,97.0,20,18,66.0,33.0,6.0,23.0,2.0,62.0,1.0,1.0,0.0,1.0,30.0,20.0,12.0,26.3,11.7,5.6,13.3,2.4,13.9,13.6,9.5,10.4,9.7,8.9,6.3,100.0,9.2,,8.3,8.3,10.0,1.8,7.0,0.6,100.0,0.4,0.4,0.0,0.4,13.8,9.2,5.5,0.7,,896,235,218,232.0,41.0,27.0,83.0,120.0,85,316,97.0,38,130.0,62.0,2.0,1.0,50.0,12.0,,26.3,11.7,18.9,16.3,13.6,9.5,35.3,100.0,17.5,27.700000000000003,100.0,0.8,0.4,23.0,5.5,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,True,True,,True,True,True,True,True,,True,True,False,False,True,True,False,,,235,0.1228,218,0.1404,232.0,0.3137,41.0,0.2549,27.0,0.2353,83.0,0.2745,120.0,0.2549,85,0.2105,316,0.2982,97.0,0.1961,38,0.3333,130.0,0.2353,62.0,0.1176,2.0,0.3529,1.0,0.2843,50.0,0.2941,12.0,0.2745,,,26.3,0.7647,11.7,0.7255,18.9,0.451,16.3,0.6863,13.6,0.2745,9.5,0.2982,35.3,0.8772,100.0,0.5294,17.5,0.8947,27.700000000000003,0.3137,100.0,0.5294,0.8,0.3824,0.4,0.4412,23.0,0.7745,5.5,0.6275,0.7,0.693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0.5789,True,0.5789,True,0.5965,True,0.5789,True,0.5789,,,True,0.5351,True,0.5175,True,0.5789,True,0.5263,True,0.5789,,,True,0.5789,True,0.5789,False,0.2368,False,0.3684,True,0.5789,True,0.5877,False,0.3684,,,,
66,36600,1153,371,348,109.0,41.0,14.0,45.0,29.0,34.0,146.0,114,64,86,95,70,113.0,6,5,51.0,26.0,14.0,1.0,10.0,112.0,0.0,0.0,0.0,9.0,22.0,10.0,3.0,9.6,7.8,5.7,18.2,3.9,4.6,13.5,9.9,5.6,7.5,8.2,6.1,100.0,1.7,,1.4,4.7,7.6,4.1,0.3,2.9,100.0,0.0,0.0,0.0,2.4,6.4,2.9,0.9,0.2,,1153,371,348,109.0,41.0,59.0,63.0,146.0,114,315,113.0,11,102.0,112.0,0.0,9.0,32.0,3.0,,9.6,7.8,23.9,8.5,13.5,9.9,27.4,100.0,3.0999999999999996,19.599999999999998,100.0,0.0,2.4,9.3,0.9,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,True,True,,True,True,True,True,True,,True,True,False,True,True,True,False,,,371,0.2982,348,0.2982,109.0,0.1569,41.0,0.2549,59.0,0.3922,63.0,0.1569,146.0,0.2745,114,0.3158,315,0.2807,113.0,0.2353,11,0.0702,102.0,0.1961,112.0,0.1961,0.0,0.0882,9.0,0.8137,32.0,0.1569,3.0,0.1176,,,9.6,0.0784,7.8,0.2353,23.9,0.8333,8.5,0.1176,13.5,0.2451,9.9,0.3421,27.4,0.2895,100.0,0.5294,3.0999999999999996,0.0526,19.599999999999998,0.1373,100.0,0.5294,0.0,0.1078,2.4,0.951,9.3,0.098,0.9,0.0784,0.2,0.4474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0.5789,True,0.5789,True,0.5965,True,0.5789,True,0.5789,,,True,0.5351,True,0.5175,True,0.5789,True,0.5263,True,0.5789,,,True,0.5789,True,0.5789,False,0.2368,True,0.8684,True,0.5789,True,0.5877,False,0.3684,,,,
66,41300,4653,1694,1337,866.0,188.0,26.0,115.0,206.0,214.0,1090.0,829,245,233,354,368,731.0,37,93,1411.0,58.0,1029.0,126.0,189.0,2561.0,33.0,47.0,113.0,41.0,169.0,94.0,51.0,18.7,8.8,3.2,14.4,6.6,6.9,23.6,17.8,5.3,5.0,7.6,7.9,100.0,2.8,,7.0,32.0,1.9,33.1,4.1,6.1,100.0,1.9,2.8,6.7,2.4,12.6,7.0,3.8,0.1,,4653,1694,1337,866.0,188.0,141.0,420.0,1090.0,829,1200,731.0,130,2813.0,2561.0,193.0,41.0,263.0,51.0,,18.7,8.8,17.6,13.5,23.6,17.8,25.799999999999997,100.0,9.8,77.19999999999999,100.0,11.399999999999999,2.4,19.6,3.8,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,True,True,,True,True,True,True,True,,True,True,True,True,True,True,False,,,1694,0.8947,1337,0.8772,866.0,0.8824,188.0,0.902,141.0,0.8922,420.0,0.9216,1090.0,0.9608,829,0.9825,1200,0.8246,731.0,0.9804,130,0.7895,2813.0,0.9608,2561.0,0.9608,193.0,0.8431,41.0,0.9608,263.0,0.9216,51.0,0.8235,,,18.7,0.4314,8.8,0.3333,17.6,0.3725,13.5,0.4706,23.6,0.902,17.8,0.9825,25.799999999999997,0.193,100.0,0.5294,9.8,0.2895,77.19999999999999,0.9608,100.0,0.5294,11.399999999999999,0.7451,2.4,0.951,19.6,0.549,3.8,0.5196,0.1,0.3246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0.5789,True,0.5789,True,0.5965,True,0.5789,True,0.5789,,,True,0.5351,True,0.5175,True,0.5789,True,0.5263,True,0.5789,,,True,0.5789,True,0.5789,True,0.7368,True,0.8684,True,0.5789,True,0.5877,False,0.3684,,,,
66,42470,3643,947,847,1010.0,178.0,11.0,77.0,134.0,180.0,774.0,322,309,319,303,309,503.0,36,116,892.0,22.0,668.0,192.0,7.0,1803.0,73.0,1.0,8.0,5.0,161.0,108.0,46.0,27.8,11.2,2.1,14.5,6.4,8.6,21.4,8.8,8.5,8.8,8.3,8.5,100.0,4.3,,13.7,26.8,1.0,29.9,8.6,0.3,100.0,7.7,0.1,0.8,0.5,19.0,12.8,5.4,0.1,,3643,947,847,1010.0,178.0,88.0,314.0,774.0,322,1240,503.0,152,1781.0,1803.0,82.0,5.0,269.0,46.0,,27.8,11.2,16.6,15.0,21.4,8.8,34.1,100.0,18.0,66.6,100.0,8.6,0.5,31.8,5.4,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,True,True,,True,True,True,True,True,,True,True,True,False,True,True,False,,,947,0.5965,847,0.5965,1010.0,0.9608,178.0,0.8431,88.0,0.6275,314.0,0.7647,774.0,0.8431,322,0.5789,1240,0.8596,503.0,0.7843,152,0.8772,1781.0,0.8627,1803.0,0.8824,82.0,0.7059,5.0,0.6569,269.0,0.9412,46.0,0.7843,,,27.8,0.902,11.2,0.6765,16.6,0.2549,15.0,0.6078,21.4,0.8039,8.8,0.2544,34.1,0.7895,100.0,0.5294,18.0,0.9386,66.6,0.8431,100.0,0.5294,8.6,0.6667,0.5,0.549,31.8,0.9216,5.4,0.6078,0.1,0.3246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0.5789,True,0.5789,True,0.5965,True,0.5789,True,0.5789,,,True,0.5351,True,0.5175,True,0.5789,True,0.5263,True,0.5789,,,True,0.5789,True,0.5789,True,0.7368,False,0.3684,True,0.5789,True,0.5877,False,0.3684,,,,
